url,path,title,status,source_type,source_count,source_urls,providers,note,http_status,error
https://www.camaramar.com/webcam/playa-de-la-roda,/webcam/playa-de-la-roda,Webcam Playa de la Roda,live,dash,1,https://streaming.comunitatvalenciana.com/webcam/Altea/manifest.mpd,streaming.comunitatvalenciana.com,source_extracted,200,
https://www.camaramar.com/webcam/playa-de-la-roqueta,/webcam/playa-de-la-roqueta,Webcam Playa de La Roqueta,live,dash,1,https://streaming.comunitatvalenciana.com/webcam/GuardamardelSegura/manifest.mpd,streaming.comunitatvalenciana.com,source_extracted,200,
https://www.camaramar.com/webcam/playa-de-los-locos-torrevieja,/webcam/playa-de-los-locos-torrevieja,"Webcam Playa de los Locos, Torrevieja",live,embed,1,https://www.youtube.com/embed/eoQnJiVUEHA?autoplay=1&mute=1&iv_load_policy=3&rel=0&showinfo=0&autohide=1&color=white,www.youtube.com,source_extracted,200,
https://www.camaramar.com/webcam/playa-de-piles,/webcam/playa-de-piles,Webcam Playa de Piles,live,dash,1,https://streaming.comunitatvalenciana.com/webcam/Piles/manifest.mpd,streaming.comunitatvalenciana.com,source_extracted,200,
https://www.camaramar.com/webcam/playa-de-pobla-de-farnals,/webcam/playa-de-pobla-de-farnals,Webcam Playa de Pobla de Farnals,live,dash,1,https://streaming.comunitatvalenciana.com/webcam/PobladeFarnals/manifest.mpd,streaming.comunitatvalenciana.com,source_extracted,200,
https://www.camaramar.com/webcam/playa-de-sabon,/webcam/playa-de-sabon,Webcam Playa de Sabon,live,hls,1,https://wow.camaramar.com/VODgrabaciones/meteo_Langosteira.mp4/playlist.m3u8,wow.camaramar.com,source_extracted,200,
https://www.camaramar.com/webcam/playa-de-salinas-salinas-oeste,/webcam/playa-de-salinas-salinas-oeste,"Webcam Playa de Salinas, Salinas Oeste",live,embed,1,https://www.youtube.com/embed/A5tyJOvWpsA?rel=0autoplay=1&mute=1&iv_load_policy=3&rel=0&showinfo=0&autohide=1&color=white,www.youtube.com,source_extracted,200,
https://www.camaramar.com/webcam/playa-del-cura-torrevieja,/webcam/playa-del-cura-torrevieja,"Webcam Playa del Cura, Torrevieja",live,embed,1,https://www.youtube.com/embed/SsczN0iZ_cM?autoplay=1&mute=1&iv_load_policy=3&rel=0&showinfo=0&autohide=1&color=white,www.youtube.com,source_extracted,200,
https://www.camaramar.com/webcam/playa-del-forti,/webcam/playa-del-forti,Webcam Playa del Forti,live,dash,1,https://streaming.comunitatvalenciana.com/webcam/Vinaros/manifest.mpd,streaming.comunitatvalenciana.com,source_extracted,200,
https://www.camaramar.com/webcam/playa-voramar,/webcam/playa-voramar,Webcam Playa Voramar,live,dash,1,https://streaming.comunitatvalenciana.com/webcam/BenicassimPalasiet/manifest.mpd,streaming.comunitatvalenciana.com,source_extracted,200,
https://www.camaramar.com/webcam/portosin,/webcam/portosin,Webcam Portosin,live,hls,1,https://wow.camaramar.com/VODgrabaciones/meteo_Portosin.mp4/playlist.m3u8,wow.camaramar.com,source_extracted,200,
https://www.camaramar.com/webcam/puerto-de-camarinas,/webcam/puerto-de-camarinas,Webcam Puerto de Camariñas,live,hls,1,https://wow.camaramar.com/VODgrabaciones/meteo_Camarinhas.mp4/playlist.m3u8,wow.camaramar.com,source_extracted,200,
https://www.camaramar.com/webcam/puerto-de-lira,/webcam/puerto-de-lira,Webcam Puerto de Lira,live,hls,1,https://wow.camaramar.com/VODgrabaciones/meteo_Lira.mp4/playlist.m3u8,wow.camaramar.com,source_extracted,200,
https://www.camaramar.com/webcam/punta-candieira-cedeira,/webcam/punta-candieira-cedeira,Webcam Punta Candieira Cedeira,live,hls,1,https://wow.camaramar.com/VODgrabaciones/meteo_PuntaCandieira.mp4/playlist.m3u8,wow.camaramar.com,source_extracted,200,
https://www.camaramar.com/webcam/punta-prima-salou,/webcam/punta-prima-salou,"Webcam Punta Prima, Salou",live,hls,1,https://5940924978228.streamlock.net:443/8115/8115/playlist.m3u8,5940924978228.streamlock.net:443,source_extracted,200,
https://www.camaramar.com/webcam/ribadeo,/webcam/ribadeo,Webcam Ribadeo,live,hls,1,https://wow.camaramar.com/VODgrabaciones/meteo_Ribadeoporto.mp4/playlist.m3u8,wow.camaramar.com,source_extracted,200,
https://www.camaramar.com/webcam/ribeira-playa-do-vilar,/webcam/ribeira-playa-do-vilar,"Webcam Playa Do Vilar, Ribeira",live,hls,1,https://wow.camaramar.com/VODgrabaciones/meteo_Corrubedo.mp4/playlist.m3u8,wow.camaramar.com,source_extracted,200,
https://www.camaramar.com/webcam/salinas-playa-de-salinas,/webcam/salinas-playa-de-salinas,"Webcam Playa de Salinas, Salinas Este",live,embed,1,https://www.youtube.com/embed/doNsXrJHErU?rel=0autoplay=1&mute=1&iv_load_policy=3&rel=0&showinfo=0&autohide=1&color=white,www.youtube.com,source_extracted,200,
https://www.camaramar.com/webcam/salvora,/webcam/salvora,Webcam Illa de Sálvora,live,hls,2,https://wow.camaramar.com/VODgrabaciones/meteo_Salvora.mp4/playlist.m3u8 | https://wow.camaramar.com/live/R38_balieiros.mp4/playlist.m3u8,wow.camaramar.com,source_extracted,200,
https://www.camaramar.com/webcam/sitges,/webcam/sitges,Webcam Playa de Sitges,live,iframe,1,https://ipcamlive.com/player/player.php?alias=65d33d2760353,ipcamlive.com,source_extracted,200,
https://www.camaramar.com/webcam/valencia-playa-de-malvarrosa-las-arenas,/webcam/valencia-playa-de-malvarrosa-las-arenas,"Webcam Playa de Malvarrosa - Las Arenas, Valencia",live,hls,1,https://wow.camaramar.com/camaramar/70_malvarrosa.stream/playlist.m3u8,wow.camaramar.com,source_extracted,200,
https://www.camaramar.com/webcam/vilanova-de-arousa-playa-a-brana-vilanova-de-arousa,/webcam/vilanova-de-arousa-playa-a-brana-vilanova-de-arousa,"Webcam Playa Corón (Vilanova de Arousa), Vilanova de Arousa",live,hls,1,https://wow.camaramar.com/VODgrabaciones/meteo_Coron.mp4/playlist.m3u8,wow.camaramar.com,source_extracted,200,
https://www.camaramar.com/webcam/webcam_pontevedra_aguete,/webcam/webcam_pontevedra_aguete,Webcam Playa de Aguete,live,hls,1,https://wow.camaramar.com/VODgrabaciones/meteo_Aguete2.mp4/playlist.m3u8,wow.camaramar.com,source_extracted,200,
